"provider","operation_id","candidate_id","candidate","representative_mechanism","portfolio_relation","semantic_fidelity","selected_identity","host_independence","callbacks_handles","project_authority","lifecycle_isolation","incremental_backpressure","output_ownership","stability_coupling","performance_copies","distribution_security","testability_observability","effect_reuse","complexity","decision","falsifier"
"bun","BUN-TRANSPILE-ASYNC","E","inverted/declarative integration","inverted-plugin","single representative family for this candidate","GATE-FAIL: a callback is an adjunct, not the build/compile/transpiler caller surface; loading code is not serializing a callback","not-applicable-after-semantic-gate","not-applicable-after-semantic-gate; Bun owns bundle threads and calls JS/native hooks","not-applicable-after-semantic-gate; preserves virtual modules and callbacks only when code runs inside Bun","not-applicable-after-semantic-gate; provider process controls schedule; caller/plugin controls hook code and mutable closure state","unproven/non-fit; plugin callback/reentrancy lifetime tied to build; no general cancellation; required operation law: one invocation with no provider-owned per-call cancellation handle; an isolating boundary must state its kill and outcome law","unproven/non-fit; plugin callback/reentrancy lifetime tied to build; no general cancellation","unproven/non-fit; plugin may alter module/output graph; direct writes remain provider mutation; required operation ownership: caller-owned transformed source value","documented public plugin API; native onBeforeParse is narrow and platform-restricted; compatibility: Bun plugin API plus module/native ABI","not evaluated after semantic gate; direct callbacks inside Bun or explicitly selected provider-side module","not evaluated after semantic gate; plugin code/native addon must be installed and trusted in provider host","bounded negative backed by Bun transpiler.mdx:71-93 and bun.d.ts:2350-2411 @ cf6cdbb","none until semantic gate passes","invalid/non-fit; adds code-mobility/trust/reentrancy identity","reject for operation","Reopen only if upstream or a bounded probe supplies a supported faithful inverted-plugin surface for transpile source asynchronously."
"bun","BUN-TRANSPILE-ASYNC","F","operation-specific portfolio","direct-host-api","single selected route","faithful in declared domain: highest fidelity for Bun-native host operations and callbacks; operation status: upstream operation; not frozen for 0.4","ambient Bun host selects runtime/engine; request selects config/targets; host cwd/env apply","Bun isolate -> Zig binding -> caller thread for sync transpile/scan or singleton native bundle thread/work pool for Bun.build; distribution: requires Bun host and exact supported host/platform binary","retains closures, plugin objects, virtual files, blobs, structured logs and BuildArtifact bytes; Transpiler is caller-owned; Bun.build is one-shot over hidden shared threads and exposes no cancel/context","ambient Bun host selects runtime/engine; request selects config/targets; host cwd/env apply","Transpiler is caller-owned; Bun.build is one-shot over hidden shared threads and exposes no cancel/context; required operation law: one invocation with no provider-owned per-call cancellation handle; an isolating boundary must state its kill and outcome law","Transpiler is caller-owned; Bun.build is one-shot over hidden shared threads and exposes no cancel/context; state cost: few adapter concepts; ambient identity and non-cancellable native work remain","borrowed/in-memory blobs or provider-direct files; compile may mutate an outfile; required operation ownership: caller-owned transformed source value","documented public Bun 1.3.9 API, host-restricted, MIT plus bundled component licenses; compatibility: public Bun API/version; no independent engine handshake; support verdict: viable now for host-API operations","direct JS/native binding; few adapter concepts; ambient identity and non-cancellable native work remain","requires Bun host and exact supported host/platform binary","public Bun API/version; no independent engine handshake; evidence: Bun transpiler.mdx:71-93 and bun.d.ts:2350-2411 @ cf6cdbb","Reuse Effect Scope for owned handles/children, ChildProcess for selected processes, FileSystem/Path for explicit mutation, Stream only for a real typed event source, Layer for selection and dependency provision, and preserve Cause interruption.","few adapter concepts; ambient identity and non-cancellable native work remain","direct-host-api; runtime-hosted-sidecar only for a non-Bun orchestrator","Reject this portfolio if any selected route cannot preserve transpile source asynchronously under its authority/lifetime record, or if one supported route preserves all required semantics with fewer total states."
"bun","BUN-SCAN","A","current operation-specific hybrid","direct-host-api","single representative family for this candidate","faithful in declared domain: highest fidelity for Bun-native host operations and callbacks; operation status: upstream operation; not frozen for 0.4","ambient Bun host selects runtime/engine; request selects config/targets; host cwd/env apply","Bun isolate -> Zig binding -> caller thread for sync transpile/scan or singleton native bundle thread/work pool for Bun.build; distribution: requires Bun host and exact supported host/platform binary","retains closures, plugin objects, virtual files, blobs, structured logs and BuildArtifact bytes; Transpiler is caller-owned; Bun.build is one-shot over hidden shared threads and exposes no cancel/context","ambient Bun host selects runtime/engine; request selects config/targets; host cwd/env apply","Transpiler is caller-owned; Bun.build is one-shot over hidden shared threads and exposes no cancel/context","Transpiler is caller-owned; Bun.build is one-shot over hidden shared threads and exposes no cancel/context; state cost: few adapter concepts; ambient identity and non-cancellable native work remain","borrowed/in-memory blobs or provider-direct files; compile may mutate an outfile","documented public Bun 1.3.9 API, host-restricted, MIT plus bundled component licenses; compatibility: public Bun API/version; no independent engine handshake; support verdict: viable now for host-API operations","direct JS/native binding; few adapter concepts; ambient identity and non-cancellable native work remain","requires Bun host and exact supported host/platform binary","public Bun API/version; no independent engine handshake; evidence: Bun bun.d.ts:2350-2411 @ cf6cdbb","Reuse Effect Scope for owned handles/children, ChildProcess for selected processes, FileSystem/Path for explicit mutation, Stream only for a real typed event source, Layer for selection and dependency provision, and preserve Cause interruption.","few adapter concepts; ambient identity and non-cancellable native work remain","viable now for host-API operations","Reject if the mechanism cannot preserve scan exports/imports and fast imports under the authority/lifetime stated in MECHANISM-COVERAGE.csv."
"bun","BUN-SCAN","B","provider-host sidecars","runtime-hosted-sidecar","single representative family for this candidate","faithful in declared domain: useful only when host independence exposes structured Bun semantics unavailable to a Node orchestrator; operation status: upstream operation; not frozen for 0.4","effect-build selects binary/digest/protocol; provider process owns Bun engine/cwd/env","explicit Bun child calling public Bun API; distribution: requires Bun binary on every provider host and protocol server source","faithful only for serializable source/options/bytes; plugin closures require selected provider-side code and cannot be JSON values; one-shot or persistent process; request IDs, queue bounds, handshake, kill, restart and stale handles are adapter-owned","effect-build selects binary/digest/protocol; provider process owns Bun engine/cwd/env","one-shot or persistent process; request IDs, queue bounds, handshake, kill, restart and stale handles are adapter-owned","one-shot or persistent process; request IDs, queue bounds, handshake, kill, restart and stale handles are adapter-owned; state cost: adds protocol/session/crash/copy states; removes host-runtime coupling for serializable operations","structured bytes may cross with copies; direct files mutate sidecar namespace; publication remains effect-build-owned","effect-build-owned prototype over documented public Bun API; not an upstream protocol; compatibility: exact version/capability/digest handshake required; support verdict: viable with bounded package-private adapter","effect-build-owned length-framed pipe/socket protocol; adds protocol/session/crash/copy states; removes host-runtime coupling for serializable operations","requires Bun binary on every provider host and protocol server source","exact version/capability/digest handshake required; evidence: Bun bun.d.ts:2350-2411 @ cf6cdbb","Reuse Effect Scope for owned handles/children, ChildProcess for selected processes, FileSystem/Path for explicit mutation, Stream only for a real typed event source, Layer for selection and dependency provision, and preserve Cause interruption.","adds protocol/session/crash/copy states; removes host-runtime coupling for serializable operations","viable with bounded package-private adapter","Reject if the mechanism cannot preserve scan exports/imports and fast imports under the authority/lifetime stated in MECHANISM-COVERAGE.csv."
"bun","BUN-SCAN","C","persistent provider sessions","persistent-session","single representative family for this candidate","faithful in declared domain: batching can reuse configured Transpiler and amortize startup; operation status: upstream operation; not frozen for 0.4","selected sidecar owns engine; caller owns handle lifecycle","persistent Bun sidecar; native transpiler calls inside it; distribution: Bun plus owned server on each platform","serializable source/options/results; no closure transfer; explicit handshake/create/use/close/shutdown; crash invalidates every generation handle","selected sidecar owns engine; caller owns handle lifecycle","explicit handshake/create/use/close/shutdown; crash invalidates every generation handle","explicit handshake/create/use/close/shutdown; crash invalidates every generation handle; state cost: queue/backpressure/stale-handle/idle-memory/restart states added","in-memory copied results","effect-build prototype only; no upstream Bun session protocol; compatibility: protocol and Bun capabilities negotiated; support verdict: research-only unless batching demand is concrete","framed RPC with generation-bound IDs; queue/backpressure/stale-handle/idle-memory/restart states added","Bun plus owned server on each platform","protocol and Bun capabilities negotiated; evidence: Bun bun.d.ts:2350-2411 @ cf6cdbb","Reuse Effect Scope for owned handles/children, ChildProcess for selected processes, FileSystem/Path for explicit mutation, Stream only for a real typed event source, Layer for selection and dependency provision, and preserve Cause interruption.","queue/backpressure/stale-handle/idle-memory/restart states added","research-only unless batching demand is concrete","Reject if the mechanism cannot preserve scan exports/imports and fast imports under the authority/lifetime stated in MECHANISM-COVERAGE.csv."
"bun","BUN-SCAN","D","embedded/native/WASM engines","official-language-library","single representative family for this candidate","GATE-FAIL: no Bun operation has an official Go/Rust/C library boundary","not-applicable-after-semantic-gate","not-applicable-after-semantic-gate; not available as a supported provider surface","not-applicable-after-semantic-gate; no supported faithful request/result boundary","not-applicable-after-semantic-gate; would require effect-build to own an unsupported engine/ABI or substitute semantics","unproven/non-fit; unproven","unproven/non-fit; unproven","unproven/non-fit; unproven","no supported non-JavaScript Bun compiler library found at bun-v1.3.9 after public docs/declarations/source-tree search; compatibility: unsupported coupling","not evaluated after semantic gate; none","not evaluated after semantic gate; would require new native/source distribution","bounded negative backed by Bun bun.d.ts:2350-2411 @ cf6cdbb","none until semantic gate passes","invalid/non-fit; a new language library would be upstream work or a fork","reject for operation","Reopen only if upstream or a bounded probe supplies a supported faithful official-language-library surface for scan exports/imports and fast imports."
"bun","BUN-SCAN","E","inverted/declarative integration","inverted-plugin","single representative family for this candidate","GATE-FAIL: a callback is an adjunct, not the build/compile/transpiler caller surface; loading code is not serializing a callback","not-applicable-after-semantic-gate","not-applicable-after-semantic-gate; Bun owns bundle threads and calls JS/native hooks","not-applicable-after-semantic-gate; preserves virtual modules and callbacks only when code runs inside Bun","not-applicable-after-semantic-gate; provider process controls schedule; caller/plugin controls hook code and mutable closure state","unproven/non-fit; plugin callback/reentrancy lifetime tied to build; no general cancellation","unproven/non-fit; plugin callback/reentrancy lifetime tied to build; no general cancellation","unproven/non-fit; plugin may alter module/output graph; direct writes remain provider mutation","documented public plugin API; native onBeforeParse is narrow and platform-restricted; compatibility: Bun plugin API plus module/native ABI","not evaluated after semantic gate; direct callbacks inside Bun or explicitly selected provider-side module","not evaluated after semantic gate; plugin code/native addon must be installed and trusted in provider host","bounded negative backed by Bun bun.d.ts:2350-2411 @ cf6cdbb","none until semantic gate passes","invalid/non-fit; adds code-mobility/trust/reentrancy identity","reject for operation","Reopen only if upstream or a bounded probe supplies a supported faithful inverted-plugin surface for scan exports/imports and fast imports."
"bun","BUN-SCAN","F","operation-specific portfolio","direct-host-api","single selected route","faithful in declared domain: highest fidelity for Bun-native host operations and callbacks; operation status: upstream operation; not frozen for 0.4","ambient Bun host selects runtime/engine; request selects config/targets; host cwd/env apply","Bun isolate -> Zig binding -> caller thread for sync transpile/scan or singleton native bundle thread/work pool for Bun.build; distribution: requires Bun host and exact supported host/platform binary","retains closures, plugin objects, virtual files, blobs, structured logs and BuildArtifact bytes; Transpiler is caller-owned; Bun.build is one-shot over hidden shared threads and exposes no cancel/context","ambient Bun host selects runtime/engine; request selects config/targets; host cwd/env apply","Transpiler is caller-owned; Bun.build is one-shot over hidden shared threads and exposes no cancel/context","Transpiler is caller-owned; Bun.build is one-shot over hidden shared threads and exposes no cancel/context; state cost: few adapter concepts; ambient identity and non-cancellable native work remain","borrowed/in-memory blobs or provider-direct files; compile may mutate an outfile","documented public Bun 1.3.9 API, host-restricted, MIT plus bundled component licenses; compatibility: public Bun API/version; no independent engine handshake; support verdict: viable now for host-API operations","direct JS/native binding; few adapter concepts; ambient identity and non-cancellable native work remain","requires Bun host and exact supported host/platform binary","public Bun API/version; no independent engine handshake; evidence: Bun bun.d.ts:2350-2411 @ cf6cdbb","Reuse Effect Scope for owned handles/children, ChildProcess for selected processes, FileSystem/Path for explicit mutation, Stream only for a real typed event source, Layer for selection and dependency provision, and preserve Cause interruption.","few adapter concepts; ambient identity and non-cancellable native work remain","direct-host-api; bounded sidecar for serializable batching","Reject this portfolio if any selected route cannot preserve scan exports/imports and fast imports under its authority/lifetime record, or if one supported route preserves all required semantics with fewer total states."
"bun","BUN-BUILD-MEMORY","A","current operation-specific hybrid","direct-host-api","single representative family for this candidate","faithful in declared domain: highest fidelity for Bun-native host operations and callbacks; operation status: upstream operation; not frozen for 0.4","ambient Bun host selects runtime/engine; request selects config/targets; host cwd/env apply","Bun isolate -> Zig binding -> caller thread for sync transpile/scan or singleton native bundle thread/work pool for Bun.build; distribution: requires Bun host and exact supported host/platform binary","retains closures, plugin objects, virtual files, blobs, structured logs and BuildArtifact bytes; Transpiler is caller-owned; Bun.build is one-shot over hidden shared threads and exposes no cancel/context","ambient Bun host selects runtime/engine; request selects config/targets; host cwd/env apply","Transpiler is caller-owned; Bun.build is one-shot over hidden shared threads and exposes no cancel/context","Transpiler is caller-owned; Bun.build is one-shot over hidden shared threads and exposes no cancel/context; state cost: few adapter concepts; ambient identity and non-cancellable native work remain","borrowed/in-memory blobs or provider-direct files; compile may mutate an outfile","documented public Bun 1.3.9 API, host-restricted, MIT plus bundled component licenses; compatibility: public Bun API/version; no independent engine handshake; support verdict: viable now for host-API operations","direct JS/native binding; few adapter concepts; ambient identity and non-cancellable native work remain","requires Bun host and exact supported host/platform binary","public Bun API/version; no independent engine handshake; evidence: Bun bundler docs:295-335 and BuildConfig.files @ cf6cdbb","Reuse Effect Scope for owned handles/children, ChildProcess for selected processes, FileSystem/Path for explicit mutation, Stream only for a real typed event source, Layer for selection and dependency provision, and preserve Cause interruption.","few adapter concepts; ambient identity and non-cancellable native work remain","viable now for host-API operations","Reject if the mechanism cannot preserve build/bundle with structured in-memory outputs and virtual files under the authority/lifetime stated in MECHANISM-COVERAGE.csv."
"bun","BUN-BUILD-MEMORY","B","provider-host sidecars","runtime-hosted-sidecar","single representative family for this candidate","faithful in declared domain: useful only when host independence exposes structured Bun semantics unavailable to a Node orchestrator; operation status: upstream operation; not frozen for 0.4","effect-build selects binary/digest/protocol; provider process owns Bun engine/cwd/env","explicit Bun child calling public Bun API; distribution: requires Bun binary on every provider host and protocol server source","faithful only for serializable source/options/bytes; plugin closures require selected provider-side code and cannot be JSON values; one-shot or persistent process; request IDs, queue bounds, handshake, kill, restart and stale handles are adapter-owned","effect-build selects binary/digest/protocol; provider process owns Bun engine/cwd/env","one-shot or persistent process; request IDs, queue bounds, handshake, kill, restart and stale handles are adapter-owned","one-shot or persistent process; request IDs, queue bounds, handshake, kill, restart and stale handles are adapter-owned; state cost: adds protocol/session/crash/copy states; removes host-runtime coupling for serializable operations","structured bytes may cross with copies; direct files mutate sidecar namespace; publication remains effect-build-owned","effect-build-owned prototype over documented public Bun API; not an upstream protocol; compatibility: exact version/capability/digest handshake required; support verdict: viable with bounded package-private adapter","effect-build-owned length-framed pipe/socket protocol; adds protocol/session/crash/copy states; removes host-runtime coupling for serializable operations","requires Bun binary on every provider host and protocol server source","exact version/capability/digest handshake required; evidence: Bun bundler docs:295-335 and BuildConfig.files @ cf6cdbb","Reuse Effect Scope for owned handles/children, ChildProcess for selected processes, FileSystem/Path for explicit mutation, Stream only for a real typed event source, Layer for selection and dependency provision, and preserve Cause interruption.","adds protocol/session/crash/copy states; removes host-runtime coupling for serializable operations","viable with bounded package-private adapter","Reject if the mechanism cannot preserve build/bundle with structured in-memory outputs and virtual files under the authority/lifetime stated in MECHANISM-COVERAGE.csv."
"bun","BUN-BUILD-MEMORY","C","persistent provider sessions","persistent-session","single representative family for this candidate","GATE-FAIL: cannot preserve synchronous caller-thread blocking; Bun.build exposes no reusable context and executable compile has no session value","not-applicable-after-semantic-gate","not-applicable-after-semantic-gate; persistent Bun sidecar; native transpiler calls inside it","not-applicable-after-semantic-gate; serializable source/options/results; no closure transfer","not-applicable-after-semantic-gate; selected sidecar owns engine; caller owns handle lifecycle","unproven/non-fit; explicit handshake/create/use/close/shutdown; crash invalidates every generation handle","unproven/non-fit; explicit handshake/create/use/close/shutdown; crash invalidates every generation handle","unproven/non-fit; in-memory copied results","effect-build prototype only; no upstream Bun session protocol; compatibility: protocol and Bun capabilities negotiated","not evaluated after semantic gate; framed RPC with generation-bound IDs","not evaluated after semantic gate; Bun plus owned server on each platform","bounded negative backed by Bun bundler docs:295-335 and BuildConfig.files @ cf6cdbb","none until semantic gate passes","invalid/non-fit; queue/backpressure/stale-handle/idle-memory/restart states added","reject for operation","Reopen only if upstream or a bounded probe supplies a supported faithful persistent-session surface for build/bundle with structured in-memory outputs and virtual files."
"bun","BUN-BUILD-MEMORY","D","embedded/native/WASM engines","official-language-library","single representative family for this candidate","GATE-FAIL: no Bun operation has an official Go/Rust/C library boundary","not-applicable-after-semantic-gate","not-applicable-after-semantic-gate; not available as a supported provider surface","not-applicable-after-semantic-gate; no supported faithful request/result boundary","not-applicable-after-semantic-gate; would require effect-build to own an unsupported engine/ABI or substitute semantics","unproven/non-fit; unproven","unproven/non-fit; unproven","unproven/non-fit; unproven","no supported non-JavaScript Bun compiler library found at bun-v1.3.9 after public docs/declarations/source-tree search; compatibility: unsupported coupling","not evaluated after semantic gate; none","not evaluated after semantic gate; would require new native/source distribution","bounded negative backed by Bun bundler docs:295-335 and BuildConfig.files @ cf6cdbb","none until semantic gate passes","invalid/non-fit; a new language library would be upstream work or a fork","reject for operation","Reopen only if upstream or a bounded probe supplies a supported faithful official-language-library surface for build/bundle with structured in-memory outputs and virtual files."
