"provider","operation_id","operation","mechanism_family","mechanism","availability","authority","inputs_results","lifetime","outputs","host_distribution","compatibility","operations_fit","complexity_ledger","effect_mapping","verdict","confidence","evidence"
"node-sea","NODE-RUNTIME-SEA","runtime node:sea asset/identity API","persistent-session","none supported; not available as a supported provider surface; none; effect-build calls provider. Family: versioned daemon/service session with lifetime-bound handles","provider pin/license: Node 26.7.0 @ b4f23d3619c98bed09af93a21192f6080197a8c6; MIT; evidence class/support promise: postject creates its Wasm module per call and Node SEA exposes no reusable assembly context; effect-build-owned adapter/prototype license: MIT where applicable, otherwise not applicable","would require effect-build to own an unsupported engine/ABI or substitute semantics","no supported faithful request/result boundary","unproven","unproven","would require new native/source distribution","unsupported coupling","no reusable provider state to amortize; direct builder is one-shot","adds stale handles/backpressure/restart/idle memory without semantic gain","Reuse Effect Scope for owned handles/children, ChildProcess for selected processes, FileSystem/Path for explicit mutation, Stream only for a real typed event source, Layer for selection and dependency provision, and preserve Cause interruption.","bounded negative / reject for this operation","high","Node SEA docs:294-493 @ b4f23d3"
"node-sea","NODE-RUNTIME-SEA","runtime node:sea asset/identity API","wasm-worker","postject JS API backed by Wasm; Node process Emscripten/LIEF Wasm; JS buffers/filesystem into Wasm; effect-build calls provider. Family: supported WebAssembly, WASI, or provider worker boundary","provider pin/license: Node 26.7.0 @ b4f23d3619c98bed09af93a21192f6080197a8c6; MIT; evidence class/support promise: supported only as part of postject alpha.6 Node package; no browser/WASI standalone builder found; effect-build-owned adapter/prototype license: MIT where applicable, otherwise not applicable","postject package internally selects Wasm/LIEF; effect-build cannot select it independently","blob/base buffers copied; Node fs/path/Buffer required","one-shot module/no cancel","in-place file mutation","Node-only supported wrapper, 256MiB initial/4GiB max Wasm memory configuration","alpha package and exact SEA resource contract","not an independently callable browser/WASI/worker or direct SEA engine","large memory/copy and mutation costs","Reuse Effect Scope for owned handles/children, ChildProcess for selected processes, FileSystem/Path for explicit mutation, Stream only for a real typed event source, Layer for selection and dependency provision, and preserve Cause interruption.","bounded negative / reject for this operation","high","Node SEA docs:294-493 @ b4f23d3"
"node-sea","NODE-RUNTIME-SEA","runtime node:sea asset/identity API","inverted-plugin","none supported; not available as a supported provider surface; none; effect-build calls provider. Family: provider owns execution and calls effect-build-controlled hooks/modules","provider pin/license: Node 26.7.0 @ b4f23d3619c98bed09af93a21192f6080197a8c6; MIT; evidence class/support promise: no Node SEA build-time plugin/hook/callback surface found at v26.7.0; effect-build-owned adapter/prototype license: MIT where applicable, otherwise not applicable","would require effect-build to own an unsupported engine/ABI or substitute semantics","no supported faithful request/result boundary","unproven","unproven","would require new native/source distribution","unsupported coupling","runtime module loading occurs after artifact startup and is not assembly","invented hooks would require a custom builder/fork","Reuse Effect Scope for owned handles/children, ChildProcess for selected processes, FileSystem/Path for explicit mutation, Stream only for a real typed event source, Layer for selection and dependency provision, and preserve Cause interruption.","bounded negative / reject for this operation","high","Node SEA docs:294-493 @ b4f23d3"
"node-sea","NODE-RUNTIME-SEA","runtime node:sea asset/identity API","declarative-artifact","official sea-config plus preparation blob/final resource; selected Node or postject consumes config/blob; final runtime consumes NODE_SEA_BLOB; filesystem JSON and binary resource handoff; effect-build calls provider. Family: stable config, manifest, project, or intermediate artifact handoff","provider pin/license: Node 26.7.0 @ b4f23d3619c98bed09af93a21192f6080197a8c6; MIT; evidence class/support promise: documented Stability-1.1 config/blob/runtime layout; blob encoding itself is not versioned portable schema; effect-build-owned adapter/prototype license: MIT where applicable, otherwise not applicable","config explicitly binds main/base/output/options/assets; resource name/fuse bind legacy injection and runtime","retains native fields; unknown config fields currently ignored","one-shot config/private blob; durable final executable/resource","private blob and durable runtime resource; final publication remains caller-owned","ordinary config/blob plus exact Node/base; platform signing after mutation","exact Node version/target/fuse; snapshot/cache host restrictions","required declarative adjunct to selected Node, postject injection, and the final node:sea runtime","reduces argv field explosion but requires exact identity/validation","Reuse Effect Scope for owned handles/children, ChildProcess for selected processes, FileSystem/Path for explicit mutation, Stream only for a real typed event source, Layer for selection and dependency provision, and preserve Cause interruption.","viable now as an adjunct to the selected primary route; adjunct only, not a standalone route","high","Node SEA docs:294-493 @ b4f23d3"
"node-sea","NODE-RUNTIME-SEA","runtime node:sea asset/identity API","isolated-worker","none supported; not available as a supported provider surface; none; effect-build calls provider. Family: local/remote isolated worker used specifically for host or fault isolation","provider pin/license: Node 26.7.0 @ b4f23d3619c98bed09af93a21192f6080197a8c6; MIT; evidence class/support promise: remote/local isolation is useful only for target-native signing/launch or a postject sidecar already covered; effect-build-owned adapter/prototype license: MIT where applicable, otherwise not applicable","would require effect-build to own an unsupported engine/ABI or substitute semantics","no supported faithful request/result boundary","unproven","unproven","would require new native/source distribution","unsupported coupling","direct Node child already provides fault isolation; remote infrastructure is out of scope","workspace/credentials/signing/outcome protocol burden","Reuse Effect Scope for owned handles/children, ChildProcess for selected processes, FileSystem/Path for explicit mutation, Stream only for a real typed event source, Layer for selection and dependency provision, and preserve Cause interruption.","bounded negative / reject for this operation","high","Node SEA docs:294-493 @ b4f23d3"
"node-sea","NODE-RUNTIME-SEA","runtime node:sea asset/identity API","upstream-contribution","future structured SEA builder/blob API; Node-owned library/process; typed function or documented machine protocol; effect-build calls provider. Family: missing supported protocol/library/cancellation/event surface proposed upstream","provider pin/license: Node 26.7.0 @ b4f23d3619c98bed09af93a21192f6080197a8c6; MIT; evidence class/support promise: hypothetical; current internal BuildSingleExecutable is unsupported; effect-build-owned adapter/prototype license: MIT where applicable, otherwise not applicable","should expose builder/base/LIEF/target capabilities","all config fields with schema validation and typed errors","cancellation or bytes-returning ownership would remove outcome-unknown writes","prefer injectBytes/buildBytes or explicit private outfile","official Node releases/libnode if supported","versioned schema/API/ABI","not usable now","moves internal coupling upstream","Reuse Effect Scope for owned handles/children, ChildProcess for selected processes, FileSystem/Path for explicit mutation, Stream only for a real typed event source, Layer for selection and dependency provision, and preserve Cause interruption.","bounded negative / reject for this operation","high","Node SEA docs:294-493 @ b4f23d3"
"node-sea","NODE-EMBEDDER-SNAPSHOT","C++ embedder and generic snapshot products","direct-host-api","node:sea runtime functions; inside produced SEA artifact at runtime; direct built-in calls; effect-build calls provider. Family: official function, callback, or scoped handle in the provider's supported host","provider pin/license: Node 26.7.0 @ b4f23d3619c98bed09af93a21192f6080197a8c6; MIT; evidence class/support promise: documented public experimental Node 26.7.0 runtime API, Stability 1.1, MIT; effect-build-owned adapter/prototype license: MIT where applicable, otherwise not applicable","built artifact/base determines runtime","asset keys/bytes/borrowed raw asset memory","artifact process lifetime","copies/blobs or borrowed executable memory","inside exact SEA runtime","Node SEA runtime contract","no supported JS assembly function exists","no build adapter impact","Reuse Effect Scope for owned handles/children, ChildProcess for selected processes, FileSystem/Path for explicit mutation, Stream only for a real typed event source, Layer for selection and dependency provision, and preserve Cause interruption.","bounded negative / reject for this operation","high","Node embedding docs and node.h:460-484,946-994 @ b4f23d3"
"node-sea","NODE-EMBEDDER-SNAPSHOT","C++ embedder and generic snapshot products","selected-command","SEA config plus command; selected exact Node child running native LIEF builder/blob generator; argv, JSON config, terminal streams, filesystem; effect-build calls provider. Family: one-shot or scoped provider command with native argv/project/process semantics","provider pin/license: Node 26.7.0 @ b4f23d3619c98bed09af93a21192f6080197a8c6; MIT; evidence class/support promise: documented public experimental Node 26.7.0 SEA surface, Stability 1.1, MIT; effect-build-owned adapter/prototype license: MIT where applicable, otherwise not applicable","explicit selected builder/base/cwd/config/target; current effect-build intentionally uses same selected path for builder and base","native main/assets/snapshot/cache/args fields; terminal failures are not typed","one-shot scoped child; provider directly truncates/writes private candidate","private blob or executable; effect-build validates and atomically publishes final candidate","exact Node binary with LIEF per target; post-mutation signing may be required","exact builder/base version, target and snapshot/cache restrictions","does not expose programmatic typed assembly or callbacks","smallest supported direct route; Effect staging removes Node writer's unsafe destination mutation","Reuse Effect Scope for owned handles/children, ChildProcess for selected processes, FileSystem/Path for explicit mutation, Stream only for a real typed event source, Layer for selection and dependency provision, and preserve Cause interruption.","bounded negative / reject for this operation","high","Node embedding docs and node.h:460-484,946-994 @ b4f23d3"
"node-sea","NODE-EMBEDDER-SNAPSHOT","C++ embedder and generic snapshot products","official-language-library","none supported; not available as a supported provider surface; none; effect-build calls provider. Family: official Go or Rust library API outside the TypeScript host","provider pin/license: Node 26.7.0 @ b4f23d3619c98bed09af93a21192f6080197a8c6; MIT; evidence class/support promise: no supported official Node SEA library API found at v26.7.0; public C++ embedder is a distinct runtime product; effect-build-owned adapter/prototype license: MIT where applicable, otherwise not applicable","would require effect-build to own an unsupported engine/ABI or substitute semantics","no supported faithful request/result boundary","unproven","unproven","would require new native/source distribution","unsupported coupling","cannot assemble/inject SEA through an official language library","would require Node internal linkage or another injector","Reuse Effect Scope for owned handles/children, ChildProcess for selected processes, FileSystem/Path for explicit mutation, Stream only for a real typed event source, Layer for selection and dependency provision, and preserve Cause interruption.","bounded negative / reject for this operation","high","Node embedding docs and node.h:460-484,946-994 @ b4f23d3"
"node-sea","NODE-EMBEDDER-SNAPSHOT","C++ embedder and generic snapshot products","native-bridge","postject.inject Promise API; same Node isolate plus bundled LIEF/Emscripten Wasm; direct JS/Wasm calls and filesystem paths; effect-build calls provider. Family: supported or owned C/C++/N-API/FFI bridge","provider pin/license: Node 26.7.0 @ b4f23d3619c98bed09af93a21192f6080197a8c6; MIT; evidence class/support promise: supported external nodejs/postject 1.0.0-alpha.6, MIT; LIEF Apache-2.0; prerelease/no declarations; effect-build-owned adapter/prototype license: MIT where applicable, otherwise not applicable","package selects injector/LIEF independently; caller selects base/blob/resource/fuse","Buffer blob and options; structured Error only, no AbortSignal","one-shot Promise; interruption cannot stop Wasm or later write","whole executable rebuilt and mutated in place; copies across JS/C++/Wasm","Node package/Wasm; independently certify every format/Node/LIEF combination","alpha API and Node SEA resource/fuse; postject LIEF 0.13 differs from Node 26.7 LIEF 0.17","does not generate direct SEA/blob and is not a C ABI for Node SEA","adds injector/version/LIEF/mutation axis","Reuse Effect Scope for owned handles/children, ChildProcess for selected processes, FileSystem/Path for explicit mutation, Stream only for a real typed event source, Layer for selection and dependency provision, and preserve Cause interruption.","bounded negative / reject for this operation","medium-high","Node embedding docs and node.h:460-484,946-994 @ b4f23d3"
"node-sea","NODE-EMBEDDER-SNAPSHOT","C++ embedder and generic snapshot products","embedded-engine","none supported; not available as a supported provider surface; none; effect-build calls provider. Family: linked or vendored upstream compiler/runtime core","provider pin/license: Node 26.7.0 @ b4f23d3619c98bed09af93a21192f6080197a8c6; MIT; evidence class/support promise: Node C++ embedder/snapshot APIs are public but do not produce SEA; node::sea assembly symbols are internal under NODE_WANT_INTERNALS; effect-build-owned adapter/prototype license: MIT where applicable, otherwise not applicable","would require effect-build to own an unsupported engine/ABI or substitute semantics","no supported faithful request/result boundary","unproven","unproven","would require new native/source distribution","unsupported coupling","generic embedded Node or snapshot lacks NODE_SEA_BLOB/fuse/node:sea semantics","building/distributing Node,V8,libuv,OpenSSL,ICU,LIEF per target and exact ABI/source lockstep","Reuse Effect Scope for owned handles/children, ChildProcess for selected processes, FileSystem/Path for explicit mutation, Stream only for a real typed event source, Layer for selection and dependency provision, and preserve Cause interruption.","bounded negative / reject for this operation","high","Node embedding docs and node.h:460-484,946-994 @ b4f23d3"
"node-sea","NODE-EMBEDDER-SNAPSHOT","C++ embedder and generic snapshot products","runtime-hosted-sidecar","framed injection request; selected Node child calls pinned postject API; owned RPC plus filesystem; effect-build calls provider. Family: provider-native public API behind an effect-build-owned framed protocol","provider pin/license: Node 26.7.0 @ b4f23d3619c98bed09af93a21192f6080197a8c6; MIT; evidence class/support promise: bounded effect-build adapter over third-party alpha API; effect-build-owned adapter/prototype license: MIT where applicable, otherwise not applicable","effect-build selects Node/postject/protocol; request selects private candidate/blob","serializable paths/bytes/options; machine failure envelope","one-shot process can be killed for fault isolation; crash during write yields outcome unknown on private candidate","private candidate mutation followed by caller validation/publication","Node+postject server per platform","Node/postject/capability handshake","wrapping node --build-sea is merely CLI RPC and a daemon has no reusable engine","protocol/cold Node+Wasm/copy/crash states","Reuse Effect Scope for owned handles/children, ChildProcess for selected processes, FileSystem/Path for explicit mutation, Stream only for a real typed event source, Layer for selection and dependency provision, and preserve Cause interruption.","bounded negative / reject for this operation","medium","Node embedding docs and node.h:460-484,946-994 @ b4f23d3"
"node-sea","NODE-EMBEDDER-SNAPSHOT","C++ embedder and generic snapshot products","persistent-session","none supported; not available as a supported provider surface; none; effect-build calls provider. Family: versioned daemon/service session with lifetime-bound handles","provider pin/license: Node 26.7.0 @ b4f23d3619c98bed09af93a21192f6080197a8c6; MIT; evidence class/support promise: postject creates its Wasm module per call and Node SEA exposes no reusable assembly context; effect-build-owned adapter/prototype license: MIT where applicable, otherwise not applicable","would require effect-build to own an unsupported engine/ABI or substitute semantics","no supported faithful request/result boundary","unproven","unproven","would require new native/source distribution","unsupported coupling","no reusable provider state to amortize; direct builder is one-shot","adds stale handles/backpressure/restart/idle memory without semantic gain","Reuse Effect Scope for owned handles/children, ChildProcess for selected processes, FileSystem/Path for explicit mutation, Stream only for a real typed event source, Layer for selection and dependency provision, and preserve Cause interruption.","bounded negative / reject for this operation","high","Node embedding docs and node.h:460-484,946-994 @ b4f23d3"
"node-sea","NODE-EMBEDDER-SNAPSHOT","C++ embedder and generic snapshot products","wasm-worker","postject JS API backed by Wasm; Node process Emscripten/LIEF Wasm; JS buffers/filesystem into Wasm; effect-build calls provider. Family: supported WebAssembly, WASI, or provider worker boundary","provider pin/license: Node 26.7.0 @ b4f23d3619c98bed09af93a21192f6080197a8c6; MIT; evidence class/support promise: supported only as part of postject alpha.6 Node package; no browser/WASI standalone builder found; effect-build-owned adapter/prototype license: MIT where applicable, otherwise not applicable","postject package internally selects Wasm/LIEF; effect-build cannot select it independently","blob/base buffers copied; Node fs/path/Buffer required","one-shot module/no cancel","in-place file mutation","Node-only supported wrapper, 256MiB initial/4GiB max Wasm memory configuration","alpha package and exact SEA resource contract","not an independently callable browser/WASI/worker or direct SEA engine","large memory/copy and mutation costs","Reuse Effect Scope for owned handles/children, ChildProcess for selected processes, FileSystem/Path for explicit mutation, Stream only for a real typed event source, Layer for selection and dependency provision, and preserve Cause interruption.","bounded negative / reject for this operation","high","Node embedding docs and node.h:460-484,946-994 @ b4f23d3"
"node-sea","NODE-EMBEDDER-SNAPSHOT","C++ embedder and generic snapshot products","inverted-plugin","none supported; not available as a supported provider surface; none; effect-build calls provider. Family: provider owns execution and calls effect-build-controlled hooks/modules","provider pin/license: Node 26.7.0 @ b4f23d3619c98bed09af93a21192f6080197a8c6; MIT; evidence class/support promise: no Node SEA build-time plugin/hook/callback surface found at v26.7.0; effect-build-owned adapter/prototype license: MIT where applicable, otherwise not applicable","would require effect-build to own an unsupported engine/ABI or substitute semantics","no supported faithful request/result boundary","unproven","unproven","would require new native/source distribution","unsupported coupling","runtime module loading occurs after artifact startup and is not assembly","invented hooks would require a custom builder/fork","Reuse Effect Scope for owned handles/children, ChildProcess for selected processes, FileSystem/Path for explicit mutation, Stream only for a real typed event source, Layer for selection and dependency provision, and preserve Cause interruption.","bounded negative / reject for this operation","high","Node embedding docs and node.h:460-484,946-994 @ b4f23d3"
"node-sea","NODE-EMBEDDER-SNAPSHOT","C++ embedder and generic snapshot products","declarative-artifact","official sea-config plus preparation blob/final resource; selected Node or postject consumes config/blob; final runtime consumes NODE_SEA_BLOB; filesystem JSON and binary resource handoff; effect-build calls provider. Family: stable config, manifest, project, or intermediate artifact handoff","provider pin/license: Node 26.7.0 @ b4f23d3619c98bed09af93a21192f6080197a8c6; MIT; evidence class/support promise: documented Stability-1.1 config/blob/runtime layout; blob encoding itself is not versioned portable schema; effect-build-owned adapter/prototype license: MIT where applicable, otherwise not applicable","config explicitly binds main/base/output/options/assets; resource name/fuse bind legacy injection and runtime","retains native fields; unknown config fields currently ignored","one-shot config/private blob; durable final executable/resource","private blob and durable runtime resource; final publication remains caller-owned","ordinary config/blob plus exact Node/base; platform signing after mutation","exact Node version/target/fuse; snapshot/cache host restrictions","config/artifact alone is not the build, injector, or runtime engine; preparation blob is not a cross-version ABI","reduces argv field explosion but requires exact identity/validation","Reuse Effect Scope for owned handles/children, ChildProcess for selected processes, FileSystem/Path for explicit mutation, Stream only for a real typed event source, Layer for selection and dependency provision, and preserve Cause interruption.","bounded negative / reject for this operation","high","Node embedding docs and node.h:460-484,946-994 @ b4f23d3"
"node-sea","NODE-EMBEDDER-SNAPSHOT","C++ embedder and generic snapshot products","isolated-worker","none supported; not available as a supported provider surface; none; effect-build calls provider. Family: local/remote isolated worker used specifically for host or fault isolation","provider pin/license: Node 26.7.0 @ b4f23d3619c98bed09af93a21192f6080197a8c6; MIT; evidence class/support promise: remote/local isolation is useful only for target-native signing/launch or a postject sidecar already covered; effect-build-owned adapter/prototype license: MIT where applicable, otherwise not applicable","would require effect-build to own an unsupported engine/ABI or substitute semantics","no supported faithful request/result boundary","unproven","unproven","would require new native/source distribution","unsupported coupling","direct Node child already provides fault isolation; remote infrastructure is out of scope","workspace/credentials/signing/outcome protocol burden","Reuse Effect Scope for owned handles/children, ChildProcess for selected processes, FileSystem/Path for explicit mutation, Stream only for a real typed event source, Layer for selection and dependency provision, and preserve Cause interruption.","bounded negative / reject for this operation","high","Node embedding docs and node.h:460-484,946-994 @ b4f23d3"
"node-sea","NODE-EMBEDDER-SNAPSHOT","C++ embedder and generic snapshot products","upstream-contribution","future structured SEA builder/blob API; Node-owned library/process; typed function or documented machine protocol; effect-build calls provider. Family: missing supported protocol/library/cancellation/event surface proposed upstream","provider pin/license: Node 26.7.0 @ b4f23d3619c98bed09af93a21192f6080197a8c6; MIT; evidence class/support promise: hypothetical; current internal BuildSingleExecutable is unsupported; effect-build-owned adapter/prototype license: MIT where applicable, otherwise not applicable","should expose builder/base/LIEF/target capabilities","all config fields with schema validation and typed errors","cancellation or bytes-returning ownership would remove outcome-unknown writes","prefer injectBytes/buildBytes or explicit private outfile","official Node releases/libnode if supported","versioned schema/API/ABI","not usable now","moves internal coupling upstream","Reuse Effect Scope for owned handles/children, ChildProcess for selected processes, FileSystem/Path for explicit mutation, Stream only for a real typed event source, Layer for selection and dependency provision, and preserve Cause interruption.","bounded negative / reject for this operation","high","Node embedding docs and node.h:460-484,946-994 @ b4f23d3"
"rolldown","ROLL-BUILD-MEMORY","generate in-memory output","direct-host-api","public JavaScript functions, build/watch handles and plugin callbacks; host process -> package N-API addon -> Rust/Tokio threads; JS/N-API callbacks and native-backed objects; effect-build calls provider. Family: official function, callback, or scoped handle in the provider's supported host","provider pin/license: Rolldown 1.2.4 @ 483c64833c0fb0d1b75f1339accf781c0a09b335; MIT; evidence class/support promise: documented public Rolldown 1.2.4 JS API; build/watch experimental; MIT; entire provider deferred by freeze; effect-build-owned adapter/prototype license: MIT where applicable, otherwise not applicable","package/native addon/host graph selects engine; caller owns config/plugins","rich closures, virtual inputs, structured diagnostics and lazy external native memory","build handle exposes generate/write/close but full builds are fresh; watch/dev experimental; close in-flight law currently fails freeze","native-backed lazy in-memory outputs or provider-direct files","Node engine declared; platform N-API packages/WASI fallback","package/addon/host relation; override path can evade exact version enforcement","truthful upstream mechanism after admission gates","low wrapper shape but native faults/external-memory/close races require ownership law","Reuse Effect Scope for owned handles/children, ChildProcess for selected processes, FileSystem/Path for explicit mutation, Stream only for a real typed event source, Layer for selection and dependency provision, and preserve Cause interruption.","upstream viable; effect-build deferred","high","rolldown-build.ts:23-147 and classic_bundler.rs:1-48 @ 483c648"
"rolldown","ROLL-BUILD-MEMORY","generate in-memory output","selected-command","Node shebang CLI/config module; selected Node -> rolldown JS -> N-API addon/Rust threads; argv, executable JS/TS config, terminal streams/filesystem; effect-build calls provider. Family: one-shot or scoped provider command with native argv/project/process semantics","provider pin/license: Rolldown 1.2.4 @ 483c64833c0fb0d1b75f1339accf781c0a09b335; MIT; evidence class/support promise: documented public Rolldown 1.2.4 CLI, MIT; provider deferred; effect-build-owned adapter/prototype license: MIT where applicable, otherwise not applicable","PATH selects Node and script/package graph rather than standalone Rust binary","native config modules may load plugins; terminal output loses structured JS results and handle methods","one-shot or raw watcher process","stdout/direct files","Node plus JS package plus native addon","relational Node/package/addon identity","cannot return the exact in-memory output objects or expose the combined watch/dev engine handle operation","more identity axes than a standalone CLI","Reuse Effect Scope for owned handles/children, ChildProcess for selected processes, FileSystem/Path for explicit mutation, Stream only for a real typed event source, Layer for selection and dependency provision, and preserve Cause interruption.","bounded negative / reject for this operation","high","rolldown-build.ts:23-147 and classic_bundler.rs:1-48 @ 483c648"
"rolldown","ROLL-BUILD-MEMORY","generate in-memory output","official-language-library","published Rust rolldown crate; caller Rust process; direct Rust calls/traits; effect-build calls provider. Family: official Go or Rust library API outside the TypeScript host","provider pin/license: Rolldown 1.2.4 @ 483c64833c0fb0d1b75f1339accf781c0a09b335; MIT; evidence class/support promise: official public crate 1.2.4, MIT, but upstream explicitly promises no SemVer/docs/team support; effect-build-owned adapter/prototype license: MIT where applicable, otherwise not applicable","Cargo graph selects exact engine","Rust-native options/results; Rust plugin traits do not preserve JavaScript closures","Rust engine-specific","native Rust values/direct files","Rust toolchain/binary per target","exact-source coupling despite published crate","mechanically exposes build/write engine operations to a Rust consumer","very high source maintenance and platform build burden","Reuse Effect Scope for owned handles/children, ChildProcess for selected processes, FileSystem/Path for explicit mutation, Stream only for a real typed event source, Layer for selection and dependency provision, and preserve Cause interruption.","research-only","high","rolldown-build.ts:23-147 and classic_bundler.rs:1-48 @ 483c648"
"rolldown","ROLL-BUILD-MEMORY","generate in-memory output","native-bridge","package JavaScript API; same-process package-owned N-API addon and Tokio runtime; N-API plus callbacks/lazy external memory; effect-build calls provider. Family: supported or owned C/C++/N-API/FFI bridge","provider pin/license: Rolldown 1.2.4 @ 483c64833c0fb0d1b75f1339accf781c0a09b335; MIT; evidence class/support promise: source-visible package binding shipped by Rolldown, not a general supported ABI; effect-build-owned adapter/prototype license: MIT where applicable, otherwise not applicable","package binding loader selects platform addon/WASI","full JS adapter semantics including callbacks","native runtime holder/build/output memory","lazy native-backed output or direct files","platform .node optional packages","N-API host plus package/addon version relation","implementation below the public JS API","upstream absorbs bridge; effect-build must still certify memory/lifecycle","Reuse Effect Scope for owned handles/children, ChildProcess for selected processes, FileSystem/Path for explicit mutation, Stream only for a real typed event source, Layer for selection and dependency provision, and preserve Cause interruption.","implementation detail only; use through public JS API after admission; implementation relation only, not a selectable route","high","rolldown-build.ts:23-147 and classic_bundler.rs:1-48 @ 483c648"
"rolldown","ROLL-BUILD-MEMORY","generate in-memory output","embedded-engine","none supported; not available as a supported provider surface; none; effect-build calls provider. Family: linked or vendored upstream compiler/runtime core","provider pin/license: Rolldown 1.2.4 @ 483c64833c0fb0d1b75f1339accf781c0a09b335; MIT; evidence class/support promise: Rolldown Rust crate is published but explicitly unsupported for SemVer/docs/team support; binding crate is publish=false; effect-build-owned adapter/prototype license: MIT where applicable, otherwise not applicable","would require effect-build to own an unsupported engine/ABI or substitute semantics","no supported faithful request/result boundary","unproven","unproven","would require new native/source distribution","unsupported coupling","embedding would bind effect-build to fast-moving Rust internals","native toolchain/platform/source lockstep and plugin ABI maintenance","Reuse Effect Scope for owned handles/children, ChildProcess for selected processes, FileSystem/Path for explicit mutation, Stream only for a real typed event source, Layer for selection and dependency provision, and preserve Cause interruption.","bounded negative / reject for this operation","high","rolldown-build.ts:23-147 and classic_bundler.rs:1-48 @ 483c648"
"rolldown","ROLL-BUILD-MEMORY","generate in-memory output","runtime-hosted-sidecar","framed serializable request/result; Node/Rust sidecar loads Rolldown; owned RPC; output bytes eagerly copied; effect-build calls provider. Family: provider-native public API behind an effect-build-owned framed protocol","provider pin/license: Rolldown 1.2.4 @ 483c64833c0fb0d1b75f1339accf781c0a09b335; MIT; evidence class/support promise: hypothetical effect-build adapter; provider remains deferred; effect-build-owned adapter/prototype license: MIT where applicable, otherwise not applicable","sidecar selects package/addon/Rust engine","serializable options/results only; plugin closures require code loading or bidirectional RPC","one-shot/session; crash invalidates handles; native outputs must be materialized/released","copied bytes or sidecar filesystem mutation","Node+N-API or Rust binaries across platforms","protocol plus package/addon/host handshake","fault isolation for plugin-free operations","very high protocol/distribution/memory/callback state","Reuse Effect Scope for owned handles/children, ChildProcess for selected processes, FileSystem/Path for explicit mutation, Stream only for a real typed event source, Layer for selection and dependency provision, and preserve Cause interruption.","research-only/reject for current freeze","high","rolldown-build.ts:23-147 and classic_bundler.rs:1-48 @ 483c648"
"rolldown","ROLL-BUILD-MEMORY","generate in-memory output","persistent-session","none supported; not available as a supported provider surface; none; effect-build calls provider. Family: versioned daemon/service session with lifetime-bound handles","provider pin/license: Rolldown 1.2.4 @ 483c64833c0fb0d1b75f1339accf781c0a09b335; MIT; evidence class/support promise: RolldownBuild repeats full builds; current close can resolve before in-flight generate; no cancellation; effect-build-owned adapter/prototype license: MIT where applicable, otherwise not applicable","would require effect-build to own an unsupported engine/ABI or substitute semantics","no supported faithful request/result boundary","unproven","unproven","would require new native/source distribution","unsupported coupling","session protocol would add opaque IDs without proven incremental state and worsen close/crash ownership","stale handles, callback RPC, output release, backpressure, restart and in-flight join","Reuse Effect Scope for owned handles/children, ChildProcess for selected processes, FileSystem/Path for explicit mutation, Stream only for a real typed event source, Layer for selection and dependency provision, and preserve Cause interruption.","bounded negative / reject for this operation","high","rolldown-build.ts:23-147 and classic_bundler.rs:1-48 @ 483c648"
"rolldown","ROLL-BUILD-MEMORY","generate in-memory output","wasm-worker","package loader branch, if a compatible host selects it; source-visible WASI/N-API-RS fallback; runtime behavior not retained as checked evidence; JS/WASI bridge shape visible in source; callback and output parity unproven; effect-build calls provider. Family: supported WebAssembly, WASI, or provider worker boundary","provider pin/license: Rolldown 1.2.4 @ 483c64833c0fb0d1b75f1339accf781c0a09b335; MIT; evidence class/support promise: source-visible fallback at Rolldown 1.2.4; experimental Node WASI behavior; MIT; provider deferred; no retained reproducible runtime probe; effect-build-owned adapter/prototype license: MIT where applicable, otherwise not applicable","environment/package loader can select WASI/native fallback","runtime inputs, JavaScript plugin callbacks, and parity are unproven","runtime handle, callback, and native-memory laws are unproven on this branch","runtime output ownership/copy behavior is unproven","WASI package plus compatible host support would be required","package/WASI/host capability relation is source-visible but uncertified","does not close admission/lifecycle gates and has no retained proof of build or plugin parity","additional fallback/capability/performance states","Reuse Effect Scope for owned handles/children, ChildProcess for selected processes, FileSystem/Path for explicit mutation, Stream only for a real typed event source, Layer for selection and dependency provision, and preserve Cause interruption.","bounded negative / reject for this operation","low","rolldown-build.ts:23-147 and classic_bundler.rs:1-48 @ 483c648"
"rolldown","ROLL-BUILD-MEMORY","generate in-memory output","inverted-plugin","JavaScript plugin hooks; Rust engine calls host JS through N-API; direct async callbacks with PluginContext/output mutation; effect-build calls provider. Family: provider owns execution and calls effect-build-controlled hooks/modules","provider pin/license: Rolldown 1.2.4 @ 483c64833c0fb0d1b75f1339accf781c0a09b335; MIT; evidence class/support promise: documented public plugin API at 1.2.4; effect-build-owned adapter/prototype license: MIT where applicable, otherwise not applicable","engine owns schedule; host owns closure state/code","full non-serializable closures/virtual inputs/mutation","hooks include closeBundle; tied to build/watcher","plugin can mutate output and manage external resources","plugin modules in host process","public JS plugin API","callbacks are adjuncts and do not initiate build/write, own wrapper external-memory lifecycle, or create watch/dev handles","reentrancy/concurrency/resource cleanup, but upstream owns mapping","Reuse Effect Scope for owned handles/children, ChildProcess for selected processes, FileSystem/Path for explicit mutation, Stream only for a real typed event source, Layer for selection and dependency provision, and preserve Cause interruption.","bounded negative / reject for this operation","high","rolldown-build.ts:23-147 and classic_bundler.rs:1-48 @ 483c648"
