source_artifact,source_id,source_kind,mapped_to,mapping,note
r2/rolldown @ 6eedca3a4633,AC-ROL-010,op,CO-ROL-08,adopted,
r2/rolldown @ 6eedca3a4633,AC-ROL-011,op,CO-ROL-09,adopted,
r2/rolldown @ 6eedca3a4633,AC-ROL-012,op,CO-ROL-10,adopted,
r2/rolldown @ 6eedca3a4633,AC-ROL-013,op,CO-ROL-11,adopted,
r2/rolldown @ 6eedca3a4633,AC-ROL-014,op,CO-ROL-12,adopted,
r2/rolldown @ 6eedca3a4633,AC-ROL-015,op,CO-ROL-13,adopted,
r2/rolldown @ 6eedca3a4633,AC-ROL-016,op,CO-ROL-14,adopted,
r2/rolldown @ 6eedca3a4633,AC-ROL-017,op,CO-ROL-15,adopted,
r2/rolldown @ 6eedca3a4633,AC-ROL-018,op,CU-ROL-01,adopted,
r2/rolldown @ 6eedca3a4633,AC-ROL-019,op,CU-ROL-01,adopted,
r2/rolldown @ 6eedca3a4633,AC-ROL-020,op,CO-ROL-16,adopted,
r2/rolldown @ 6eedca3a4633,AC-ROL-021,op,CO-ROL-17,adopted,
r2/rolldown @ 6eedca3a4633,AC-ROL-022,op,CO-ROL-18,adopted,
r2/rolldown @ 6eedca3a4633,AC-ROL-023,mode,SC-R-20,adopted,
r2/rolldown @ 6eedca3a4633,AC-ROL-024,mode,SC-R-20,adopted,
r2/rolldown @ 6eedca3a4633,AC-ROL-025,mode,SC-R-21,adopted,
r2/rolldown @ 6eedca3a4633,AC-ROL-026,mode,SC-R-21,adopted,
r2/rolldown @ 6eedca3a4633,AC-ROL-027,mode,SC-R-21,adopted,
r2/rolldown @ 6eedca3a4633,AC-ROL-028,mode,SC-R-21,adopted,
r2/rolldown @ 6eedca3a4633,AC-ROL-029,mod,SC-R-20,adopted,
r2/rolldown @ 6eedca3a4633,AC-ROL-030,mod,SC-R-20,adopted,
r2/rolldown @ 6eedca3a4633,AC-ROL-031,mod,SC-R-20,adopted,
r2/rolldown @ 6eedca3a4633,AC-ROL-032,mod,SC-R-20,adopted,
r2/rolldown @ 6eedca3a4633,AC-ROL-033,mod,SC-R-20,adopted,
r2/rolldown @ 6eedca3a4633,AC-ROL-034,mod,SC-R-21,adopted,
r2/rolldown @ 6eedca3a4633,AC-ROL-035,mod,SC-R-21,adopted,
r2/rolldown @ 6eedca3a4633,AC-ROL-036,mod,SC-R-21,adopted,
r2/rolldown @ 6eedca3a4633,AC-ROL-037,result,SC-R-22,adopted,
r2/rolldown @ 6eedca3a4633,AC-ROL-038,result,SC-R-22,adopted,
r2/rolldown @ 6eedca3a4633,AC-ROL-039,result,SC-R-22,adopted,
r2/rolldown @ 6eedca3a4633,AC-ROL-040,result,SC-R-22,adopted,
r2/rolldown @ 6eedca3a4633,AC-ROL-041,result,SC-R-22,adopted,
r2/rolldown @ 6eedca3a4633,AC-ROL-042,result,SC-R-22,adopted,
r2/rolldown @ 6eedca3a4633,AC-ROL-043,result,SC-R-23,adopted,
r2/rolldown @ 6eedca3a4633,AC-ROL-044,result,SC-R-23,adopted,
r2/rolldown @ 6eedca3a4633,AC-ROL-045,result,CO-ROL-11,adopted,
r2/rolldown @ 6eedca3a4633,AC-ROL-046,result,CO-ROL-12,adopted,
r2/rolldown @ 6eedca3a4633,AC-ROL-047,result,CO-ROL-13,adopted,
r2/rolldown @ 6eedca3a4633,AC-ROL-048,result,CO-ROL-14,adopted,
r2/rolldown @ 6eedca3a4633,AC-ROL-049,result,SC-R-24,adopted,
r2/rolldown @ 6eedca3a4633,AC-ROL-050,result,CO-ROL-08,adopted,
r2/rolldown @ 6eedca3a4633,AC-ROL-051,result,CO-ROL-18,adopted,
r2/rolldown @ 6eedca3a4633,AC-ROL-052,subop,SC-R-25,adopted,
r2/rolldown @ 6eedca3a4633,AC-ROL-053,subop,SC-R-25,adopted,
r2/rolldown @ 6eedca3a4633,AC-ROL-054,subop,SC-R-25,adopted,
r2/rolldown @ 6eedca3a4633,AC-ROL-055,subop,SC-R-25,adopted,
r2/rolldown @ 6eedca3a4633,AC-ROL-056,subop,SC-R-25,adopted,
r2/rolldown @ 6eedca3a4633,AC-ROL-057,subop,SC-R-25,adopted,
r2/rolldown @ 6eedca3a4633,AC-ROL-058,subop,SC-R-25,adopted,
r2/rolldown @ 6eedca3a4633,AC-ROL-059,subop,SC-R-25,adopted,
r2/rolldown @ 6eedca3a4633,AC-ROL-060,subop,SC-R-25,adopted,
r2/rolldown @ 6eedca3a4633,AC-ROL-061,subop,SC-R-25,adopted,
r2/rolldown @ 6eedca3a4633,AC-ROL-062,subop,SC-R-25,adopted,
r2/rolldown @ 6eedca3a4633,AC-ROL-063,subop,SC-R-25,adopted,
r2/rolldown @ 6eedca3a4633,AC-ROL-064,subop,SC-R-25,adopted,
r2/rolldown @ 6eedca3a4633,AC-ROL-065,subop,SC-R-25,adopted,
r2/rolldown @ 6eedca3a4633,AC-ROL-066,subop,SC-R-25,adopted,
r2/rolldown @ 6eedca3a4633,AC-ROL-067,subop,SC-R-25,adopted,
r2/rolldown @ 6eedca3a4633,AC-ROL-068,subop,SC-R-25,adopted,
r2/rolldown @ 6eedca3a4633,AC-ROL-069,subop,SC-R-25,adopted,
r2/rolldown @ 6eedca3a4633,AC-ROL-070,subop,SC-R-25,adopted,
r2/rolldown @ 6eedca3a4633,AC-ROL-071,subop,SC-R-25,adopted,
r2/rolldown @ 6eedca3a4633,AC-ROL-072,subop,SC-R-25,adopted,
r2/rolldown @ 6eedca3a4633,AC-ROL-073,subop,SC-R-25,adopted,
r2/rolldown @ 6eedca3a4633,AC-ROL-074,relation,SC-R-27,adopted,
r2/rolldown @ 6eedca3a4633,AC-ROL-075,relation,SC-R-27,adopted,
r2/rolldown @ 6eedca3a4633,AC-ROL-076,relation,SC-R-27,adopted,
r2/rolldown @ 6eedca3a4633,AC-ROL-077,relation,SC-R-27,adopted,
r2/rolldown @ 6eedca3a4633,AC-ROL-078,relation,SC-R-27,adopted,
r2/rolldown @ 6eedca3a4633,AC-ROL-079,relation,SC-R-27,adopted,
r2/rolldown @ 6eedca3a4633,AC-ROL-080,relation,SC-R-28,adopted,
r2/rolldown @ 6eedca3a4633,AC-ROL-081,relation,SC-R-28,adopted,
r2/rolldown @ 6eedca3a4633,AC-ROL-082,relation,SC-R-29,adopted,
r2/rolldown @ 6eedca3a4633,AC-ROL-083,relation,SC-R-29,adopted,
r2/rolldown @ 6eedca3a4633,AC-ROL-084,relation,SC-R-29,adopted,
r2/rolldown @ 6eedca3a4633,AC-ROL-085,relation,SC-R-29,adopted,
r2/rolldown @ 6eedca3a4633,AC-ROL-086,relation,SC-R-32,adopted,
r2/rolldown @ 6eedca3a4633,AC-ROL-087,relation,SC-R-27,adopted,
r2/rolldown @ 6eedca3a4633,AC-ROL-088,relation,SC-R-27,adopted,
r2/rolldown @ 6eedca3a4633,AC-ROL-089,life,CO-ROL-01,adopted,
r2/rolldown @ 6eedca3a4633,AC-ROL-090,life,CO-ROL-01,adopted,
r2/rolldown @ 6eedca3a4633,AC-ROL-091,life,CO-ROL-04,adopted,
r2/rolldown @ 6eedca3a4633,AC-ROL-092,life,SC-R-24,adopted,
r2/rolldown @ 6eedca3a4633,AC-ROL-093,life,SC-R-24,adopted,
r2/rolldown @ 6eedca3a4633,AC-ROL-094,life,CU-ROL-01,adopted,
r2/rolldown @ 6eedca3a4633,AC-ROL-095,life,CO-ROL-15,adopted,
r2/rolldown @ 6eedca3a4633,AC-ROL-096,life,CO-ROL-14,adopted,
r2/rolldown @ 6eedca3a4633,AC-ROL-097,life,SC-R-26,adopted,
r2/rolldown @ 6eedca3a4633,AC-ROL-098,life,SC-R-26,adopted,
r2/rolldown @ 6eedca3a4633,AC-ROL-099,life,SC-R-26,adopted,
r2/rolldown @ 6eedca3a4633,AC-ROL-100,life,SC-R-26,adopted,
r2/rolldown @ 6eedca3a4633,AC-ROL-101,life,CO-ROL-03,adopted,
r2/rolldown @ 6eedca3a4633,AC-ROL-102,life,CO-ROL-03,adopted,
r2/rolldown @ 6eedca3a4633,AC-ROL-103,life,CO-ROL-02,adopted,
r2/rolldown @ 6eedca3a4633,AC-ROL-104,life,SC-R-25,adopted,
r2/rolldown @ 6eedca3a4633,AC-ROL-105,life,SC-R-25,adopted,
r2/rolldown @ 6eedca3a4633,AC-ROL-106,life,SC-R-25,adopted,
r2/rolldown @ 6eedca3a4633,AC-ROL-107,life,CO-ROL-10,adopted,
r2/rolldown @ 6eedca3a4633,AC-ROL-108,life,SC-R-26,adopted,
r2/rolldown @ 6eedca3a4633,AC-ROL-109,compat,SC-R-30,adopted,
r2/rolldown @ 6eedca3a4633,AC-ROL-110,compat,SC-R-30,adopted,
r2/rolldown @ 6eedca3a4633,AC-ROL-111,compat,SC-R-30,adopted,
r2/rolldown @ 6eedca3a4633,AC-ROL-112,compat,SC-R-30,adopted,
r2/rolldown @ 6eedca3a4633,AC-ROL-113,compat,SC-R-29,adopted,
r2/rolldown @ 6eedca3a4633,AC-ROL-114,compat,SC-R-28,adopted,
r2/rolldown @ 6eedca3a4633,AC-ROL-115,compat,CO-ROL-18,adopted,
r2/rolldown @ 6eedca3a4633,AC-ROL-116,compat,CO-ROL-11;CO-ROL-12;CO-ROL-13,adopted,
r2/rolldown @ 6eedca3a4633,AC-ROL-117,compat,SC-R-32,adopted,
r2/rolldown @ 6eedca3a4633,AC-ROL-118,compat,SC-R-32,adopted,
r2/rolldown @ 6eedca3a4633,AC-ROL-119,compat,CO-ROL-16,adopted,
r2/rolldown @ 6eedca3a4633,AC-ROL-120,compat,CU-ROL-01,adopted,
r2/rolldown @ 6eedca3a4633,AC-ROL-121,compat,CO-ROL-17,adopted,
r2/rolldown @ 6eedca3a4633,AC-ROL-122,compat,SC-R-30,adopted,
r2/rolldown @ 6eedca3a4633,AC-ROL-123,compat,SC-R-29,adopted,
r2/rolldown @ 6eedca3a4633,AC-ROL-124,arch,METHOD,adopted,
r2/rolldown @ 6eedca3a4633,AC-ROL-125,arch,METHOD,adopted,
r2/rolldown @ 6eedca3a4633,AC-ROL-126,arch,METHOD,adopted,
r2/rolldown @ 6eedca3a4633,AC-ROL-127,arch,SC-X-07,adopted,
r2/rolldown @ 6eedca3a4633,AC-ROL-128,arch,METHOD,adopted,
r2/rolldown @ 6eedca3a4633,AC-ROL-129,arch,METHOD,adopted,
r2/rolldown @ 6eedca3a4633,AC-ROL-130,arch,METHOD,adopted,
r2/rolldown @ 6eedca3a4633,AC-ROL-131,arch,SC-R-31,adopted,
r2/rolldown @ 6eedca3a4633,AC-ROL-132,arch,SC-R-22,adopted,
r2/rolldown @ 6eedca3a4633,AC-ROL-133,arch,SC-R-22,adopted,
r2/rolldown @ 6eedca3a4633,AC-ROL-134,arch,SC-X-10,adopted,
r2/rolldown @ 6eedca3a4633,AC-ROL-135,arch,SC-X-08,adopted,
r2/rolldown @ 6eedca3a4633,AC-ROL-136,arch,SC-X-08,adopted,
r2/rolldown @ 6eedca3a4633,AC-ROL-137,arch,SC-X-08,adopted,
r2/rolldown @ 6eedca3a4633,AC-ROL-138,arch,SC-X-08,adopted,
r2/rolldown @ 6eedca3a4633,AC-ROL-139,arch,SC-R-31,adopted,
r2/rolldown @ 6eedca3a4633,AC-ROL-140,arch,SC-R-31,adopted,
r2/rolldown @ 6eedca3a4633,AC-ROL-141,arch,SC-X-07,adopted,
r2/rolldown @ 6eedca3a4633,AC-ROL-142,probe,EXECUTABLE-PROBE-QUEUE (Rolldown section),probe-queued,
r2/rolldown @ 6eedca3a4633,AC-ROL-143,probe,EXECUTABLE-PROBE-QUEUE (Rolldown section),probe-queued,
r2/rolldown @ 6eedca3a4633,AC-ROL-144,probe,EXECUTABLE-PROBE-QUEUE (Rolldown section),probe-queued,
r2/rolldown @ 6eedca3a4633,AC-ROL-145,probe,EXECUTABLE-PROBE-QUEUE (Rolldown section),probe-queued,
r2/rolldown @ 6eedca3a4633,AC-ROL-146,probe,EXECUTABLE-PROBE-QUEUE (Rolldown section),probe-queued,
r2/rolldown @ 6eedca3a4633,AC-ROL-147,probe,EXECUTABLE-PROBE-QUEUE (Rolldown section),probe-queued,
r2/rolldown @ 6eedca3a4633,AC-ROL-148,probe,EXECUTABLE-PROBE-QUEUE (Rolldown section),probe-queued,
r2/rolldown @ 6eedca3a4633,AC-ROL-149,probe,EXECUTABLE-PROBE-QUEUE (Rolldown section),probe-queued,
r2/rolldown @ 6eedca3a4633,AC-ROL-150,probe,EXECUTABLE-PROBE-QUEUE (Rolldown section),probe-queued,
r2/rolldown @ 6eedca3a4633,AC-ROL-151,probe,EXECUTABLE-PROBE-QUEUE (Rolldown section),probe-queued,
r2/rolldown @ 6eedca3a4633,AC-ROL-152,probe,EXECUTABLE-PROBE-QUEUE (Rolldown section),probe-queued,
r2/rolldown @ 6eedca3a4633,AC-ROL-153,probe,EXECUTABLE-PROBE-QUEUE (Rolldown section),probe-queued,
r2/rolldown @ 6eedca3a4633,AC-ROL-154,probe,EXECUTABLE-PROBE-QUEUE (Rolldown section),probe-queued,
r2/rolldown @ 6eedca3a4633,AC-ROL-155,probe,EXECUTABLE-PROBE-QUEUE (Rolldown section),probe-queued,
r2/rolldown @ 6eedca3a4633,AC-ROL-156,probe,EXECUTABLE-PROBE-QUEUE (Rolldown section),probe-queued,
r2/rolldown @ 6eedca3a4633,AC-ROL-157,probe,EXECUTABLE-PROBE-QUEUE (Rolldown section),probe-queued,
r2/rolldown @ 6eedca3a4633,AC-ROL-158,probe,EXECUTABLE-PROBE-QUEUE (Rolldown section),probe-queued,
r2/rolldown @ 6eedca3a4633,AC-ROL-159,probe,EXECUTABLE-PROBE-QUEUE (Rolldown section),probe-queued,
r2/rolldown @ 6eedca3a4633,AC-ROL-160,probe,EXECUTABLE-PROBE-QUEUE (Rolldown section),probe-queued,
r2/rolldown @ 6eedca3a4633,E-ROL-TAG,evidence-coordinate,EC-ROL-SRC,evidence-grouped,
r2/rolldown @ 6eedca3a4633,E-ROL-PKG,evidence-coordinate,EC-ROL-SRC,evidence-grouped,
r2/rolldown @ 6eedca3a4633,E-ROL-INDEX,evidence-coordinate,EC-ROL-SRC,evidence-grouped,
r2/rolldown @ 6eedca3a4633,E-ROL-ACQUIRE,evidence-coordinate,EC-ROL-SRC,evidence-grouped,
r2/rolldown @ 6eedca3a4633,E-ROL-HANDLE,evidence-coordinate,EC-ROL-SRC,evidence-grouped,
r2/rolldown @ 6eedca3a4633,E-ROL-BUILD,evidence-coordinate,EC-ROL-SRC,evidence-grouped,
r2/rolldown @ 6eedca3a4633,E-ROL-INPUT,evidence-coordinate,EC-ROL-SRC,evidence-grouped,
r2/rolldown @ 6eedca3a4633,E-ROL-OUTPUT-OPTIONS,evidence-coordinate,EC-ROL-SRC,evidence-grouped,
r2/rolldown @ 6eedca3a4633,E-ROL-OUTPUT-TYPES,evidence-coordinate,EC-ROL-SRC,evidence-grouped,
r2/rolldown @ 6eedca3a4633,E-ROL-OUTPUT-IMPL,evidence-coordinate,EC-ROL-SRC,evidence-grouped,
r2/rolldown @ 6eedca3a4633,E-ROL-EXTMEM,evidence-coordinate,EC-ROL-SRC,evidence-grouped,
r2/rolldown @ 6eedca3a4633,E-ROL-PLUGIN,evidence-coordinate,EC-ROL-SRC,evidence-grouped,
r2/rolldown @ 6eedca3a4633,E-ROL-PLUGIN-CONTEXT,evidence-coordinate,EC-ROL-SRC,evidence-grouped,
r2/rolldown @ 6eedca3a4633,E-ROL-TRANSFORM-OPTIONS,evidence-coordinate,EC-ROL-SRC,evidence-grouped,
r2/rolldown @ 6eedca3a4633,E-ROL-WATCH-API,evidence-coordinate,EC-ROL-SRC,evidence-grouped,
r2/rolldown @ 6eedca3a4633,E-ROL-WATCH-EVENT,evidence-coordinate,EC-ROL-SRC,evidence-grouped,
r2/rolldown @ 6eedca3a4633,E-ROL-WATCH-IMPL,evidence-coordinate,EC-ROL-SRC,evidence-grouped,
r2/rolldown @ 6eedca3a4633,E-ROL-CLI-BUNDLE,evidence-coordinate,EC-ROL-SRC,evidence-grouped,
r2/rolldown @ 6eedca3a4633,E-ROL-CLI-ARGS,evidence-coordinate,EC-ROL-SRC,evidence-grouped,
r2/rolldown @ 6eedca3a4633,E-ROL-CONFIG,evidence-coordinate,EC-ROL-SRC,evidence-grouped,
r2/rolldown @ 6eedca3a4633,E-ROL-UTILS,evidence-coordinate,EC-ROL-SRC,evidence-grouped,
r2/rolldown @ 6eedca3a4633,E-ROL-TRANSFORM,evidence-coordinate,EC-ROL-SRC,evidence-grouped,
r2/rolldown @ 6eedca3a4633,E-ROL-PARSE,evidence-coordinate,EC-ROL-SRC,evidence-grouped,
r2/rolldown @ 6eedca3a4633,E-ROL-PARSE-AST,evidence-coordinate,EC-ROL-SRC,evidence-grouped,
r2/rolldown @ 6eedca3a4633,E-ROL-MINIFY,evidence-coordinate,EC-ROL-SRC,evidence-grouped,
r2/rolldown @ 6eedca3a4633,E-ROL-EXPERIMENTAL,evidence-coordinate,EC-ROL-SRC,evidence-grouped,
r2/rolldown @ 6eedca3a4633,E-ROL-SCAN,evidence-coordinate,EC-ROL-SRC,evidence-grouped,
r2/rolldown @ 6eedca3a4633,E-ROL-DEV,evidence-coordinate,EC-ROL-SRC,evidence-grouped,
r2/rolldown @ 6eedca3a4633,E-ROL-DEV-OPTIONS,evidence-coordinate,EC-ROL-SRC,evidence-grouped,
r2/rolldown @ 6eedca3a4633,E-ROL-BINDING-DTS,evidence-coordinate,EC-ROL-SRC,evidence-grouped,
r2/rolldown @ 6eedca3a4633,E-ROL-BINDING-LOADER,evidence-coordinate,EC-ROL-SRC,evidence-grouped,
r2/rolldown @ 6eedca3a4633,E-ROL-NATIVE-PACKAGES,evidence-coordinate,EC-ROL-SRC,evidence-grouped,
r2/rolldown @ 6eedca3a4633,E-ROL-CHANGELOG,evidence-coordinate,EC-ROL-SRC,evidence-grouped,
r2/rolldown @ 6eedca3a4633,E-ROL-README,evidence-coordinate,EC-ROL-SRC,evidence-grouped,
r2/rolldown @ 6eedca3a4633,E-ROL-NPM-METADATA,evidence-coordinate,EC-ROL-SRC,evidence-grouped,
r2/rolldown @ 6eedca3a4633,E-ROL-NODE-ENGINES,evidence-coordinate,EC-ROL-SRC,evidence-grouped,
r2/rolldown @ 6eedca3a4633,E-ROL-VERSION,evidence-coordinate,EC-ROL-SRC,evidence-grouped,
r2/rolldown @ 6eedca3a4633,E-EB-GOV,evidence-coordinate,corpus governance/lane documents @ immutable base,evidence-grouped,
r2/rolldown @ 6eedca3a4633,E-EB-DEC,evidence-coordinate,corpus governance/lane documents @ immutable base,evidence-grouped,
r2/rolldown @ 6eedca3a4633,E-EB-RECON,evidence-coordinate,corpus governance/lane documents @ immutable base,evidence-grouped,
r2/rolldown @ 6eedca3a4633,E-EB-GATES,evidence-coordinate,corpus governance/lane documents @ immutable base,evidence-grouped,
r2/rolldown @ 6eedca3a4633,E-EB-PROGRAM,evidence-coordinate,corpus governance/lane documents @ immutable base,evidence-grouped,
r2/rolldown @ 6eedca3a4633,E-EB-BREADTH,evidence-coordinate,corpus governance/lane documents @ immutable base,evidence-grouped,
r2/rolldown @ 6eedca3a4633,E-EB-LIFE,evidence-coordinate,corpus governance/lane documents @ immutable base,evidence-grouped,
r2/rolldown @ 6eedca3a4633,E-EB-COMPAT,evidence-coordinate,corpus governance/lane documents @ immutable base,evidence-grouped,
r2/rolldown @ 6eedca3a4633,E-EB-NODE-CANON,evidence-coordinate,corpus governance/lane documents @ immutable base,evidence-grouped,
r2/rolldown @ 6eedca3a4633,E-EB-RECEIPT,evidence-coordinate,EC-ROL-RECEIPT,evidence-grouped,
r2/rolldown @ 6eedca3a4633,E-EB-PROBE,evidence-coordinate,corpus governance/lane documents @ immutable base,evidence-grouped,
r2/rolldown @ 6eedca3a4633,E-EB-ARTIFACT,evidence-coordinate,corpus governance/lane documents @ immutable base,evidence-grouped,
r2/rolldown @ 6eedca3a4633,E-EB-MANIFEST,evidence-coordinate,corpus governance/lane documents @ immutable base,evidence-grouped,
r2/rolldown @ 6eedca3a4633,E-EB-EXTERNAL-PROBE,evidence-coordinate,corpus governance/lane documents @ immutable base,evidence-grouped,
